query_A	Q6DTJ0.pdb	4.890E-01	4.466E-01	4.533E-01	12.100	295	314	290
query_A	Q9RB00.pdb	5.040E-01	4.585E-01	4.653E-01	13.000	295	315	290
query_A	Q6DTI5.pdb	4.870E-01	4.505E-01	4.545E-01	12.400	295	314	292
query_A	A0A059Q5E8.pdb	4.132E-01	4.051E-01	3.967E-01	15.400	295	342	302
query_A	Q9KJB6.pdb	5.910E-01	4.314E-01	4.945E-01	13.300	295	239	252
query_A	Q6V8J2.pdb	4.741E-01	4.435E-01	4.502E-01	12.100	295	321	290
query_A	Q6DTI7.pdb	4.872E-01	4.416E-01	4.484E-01	11.700	295	315	290
query_A	Q6DTI4.pdb	4.852E-01	4.484E-01	4.524E-01	13.000	295	314	292
query_A	AF-A0A1L6K5Z8-F1-model_v4.pdb	4.506E-01	4.465E-01	4.465E-01	13.700	295	334	295
query_A	Q9KJB1.pdb	6.261E-01	4.179E-01	4.779E-01	12.300	295	211	252
query_A	A0A0C5LDD5.pdb	4.925E-01	4.514E-01	4.572E-01	13.100	295	320	290
query_A	Q5S4Q5.pdb	4.859E-01	4.497E-01	4.537E-01	11.700	295	316	292
query_A	B3SU2.pdb	4.543E-01	4.221E-01	4.246E-01	14.300	295	328	293
query_A	Q9KJB4.pdb	5.909E-01	4.314E-01	4.935E-01	13.300	295	239	252
query_A	Q9KJB5.pdb	5.865E-01	4.319E-01	4.924E-01	12.500	295	240	252
query_A	Q9KJB2.pdb	5.864E-01	4.318E-01	4.922E-01	13.300	295	240	252
query_A	Q9KJB3.pdb	5.837E-01	4.286E-01	4.887E-01	12.300	295	242	252
query_A	AF-Q89GW5-F1-model_v4.pdb	4.909E-01	4.536E-01	4.548E-01	13.000	295	323	294
query_A	AF-A0A0D0GMS0-F1-model_v4.pdb	4.809E-01	4.261E-01	4.344E-01	11.400	295	315	289
query_A	A0A2U8UYM6.pdb	5.046E-01	4.045E-01	3.273E-01	13.000	295	284	386
query_B	PJM-1.pdb	7.644E-01	5.650E-01	5.388E-01	20.700	286	236	301
query_B	Q9KJB4.pdb	7.438E-01	5.155E-01	5.795E-01	24.200	286	214	252
query_B	Q9KJB1.pdb	7.442E-01	5.158E-01	5.798E-01	23.800	286	214	252
query_B	Q9KJB6.pdb	7.439E-01	5.155E-01	5.795E-01	23.300	286	214	252
query_B	Q9KJB3.pdb	7.438E-01	5.154E-01	5.795E-01	23.300	286	214	252
query_B	Q9KJB2.pdb	7.375E-01	5.120E-01	5.746E-01	23.600	286	216	252
query_B	Q9KJB5.pdb	7.374E-01	5.119E-01	5.746E-01	23.100	286	216	252
query_B	A0A0C5LQ34.pdb	6.444E-01	5.583E-01	5.601E-01	17.700	286	299	285
query_B	B5L5W3.pdb	7.807E-01	6.014E-01	5.723E-01	17.000	286	252	302
query_B	AF-A0A1L5BQA7-F1-model_v4.pdb	7.502E-01	5.546E-01	5.198E-01	18.800	286	233	307
query_B	AF-A0A0D6SYW3-F1-model_v4.pdb	7.213E-01	5.718E-01	5.718E-01	17.800	286	252	286
query_B	AF-A0A4D6P0I4-F1-model_v4.pdb	7.185E-01	5.677E-01	5.677E-01	18.000	286	255	286
query_B	B5DCA0.pdb	7.689E-01	5.680E-01	5.384E-01	17.800	286	241	303
query_B	ECM-1.pdb	7.612E-01	5.562E-01	5.273E-01	16.800	286	238	303
query_B	G5ELM3.pdb	7.313E-01	5.616E-01	5.725E-01	18.100	286	259	280
query_B	B5L5X0.pdb	7.128E-01	5.806E-01	5.553E-01	17.500	286	279	300
query_B	B5L5V9.pdb	7.578E-01	5.841E-01	5.692E-01	18.400	286	255	294
query_B	B5L5V2.pdb	7.700E-01	5.941E-01	5.649E-01	18.800	286	254	302
query_B	A0A0C5LDD9.pdb	6.953E-01	5.346E-01	5.346E-01	19.300	286	259	286
query_B	A0A0C5L392.pdb	7.149E-01	5.573E-01	5.591E-01	19.800	286	252	285
query_B	B3SU2.pdb	5.942E-01	5.219E-01	5.102E-01	16.600	286	294	293
query_B	U3U4Q6.pdb	7.308E-01	5.831E-01	5.812E-01	16.500	286	254	287
query_B	Q6DTI5.pdb	6.013E-01	5.342E-01	5.240E-01	19.000	286	288	292
query_B	Q9K578.pdb	6.323E-01	5.612E-01	5.686E-01	14.400	286	297	282
query_B	Q6DTI7.pdb	5.969E-01	5.315E-01	5.247E-01	20.100	286	288	290
query_B	Q5S4Q5.pdb	5.961E-01	5.315E-01	5.214E-01	19.000	286	289	292
query_B	AF-A0A1L6K5X8-F1-model_v4.pdb	7.176E-01	5.642E-01	5.364E-01	14.800	286	256	302
query_B	Q6DTI9.pdb	5.951E-01	5.316E-01	5.248E-01	20.000	286	289	290
query_B	AF-K4GMG4-F1-model_v4.pdb	5.907E-01	5.237E-01	4.815E-01	17.200	286	302	313
query_B	B5L5V5.pdb	6.831E-01	5.287E-01	5.172E-01	19.700	286	258	293
query_B	AF-K4GMG9-F1-model_v6.pdb	6.288E-01	5.190E-01	4.883E-01	16.900	286	283	305
query_B	AF-K4GMK0-F1-model_v4.pdb	6.311E-01	5.313E-01	4.813E-01	18.300	286	278	318
query_B	Q4JRB6.pdb	5.996E-01	5.335E-01	5.271E-01	20.000	286	290	290
query_B	Q6DTJ0.pdb	5.905E-01	5.262E-01	5.195E-01	19.900	286	291	290
query_B	AF-Q89GW5-F1-model_v4.pdb	5.909E-01	5.295E-01	5.161E-01	16.100	286	297	294
query_B	Q6V8J2.pdb	5.902E-01	5.257E-01	5.188E-01	18.700	286	293	290
query_B	Q6DTI8.pdb	5.975E-01	5.318E-01	5.216E-01	20.100	286	288	292
query_B	AF-A0A1L6K5Z9-F1-model_v4.pdb	6.371E-01	5.178E-01	4.904E-01	13.300	286	278	303
query_B	Q9JRP7.pdb	7.294E-01	5.856E-01	5.693E-01	17.900	286	256	295
query_B	Q5EEU4.pdb	5.846E-01	5.210E-01	5.151E-01	19.200	286	296	290
query_B	A0A386JBC5.pdb	6.138E-01	5.195E-01	4.905E-01	15.200	286	288	304
query_B	Q9RB00.pdb	5.970E-01	5.315E-01	5.247E-01	20.400	286	288	290
query_B	AF-A8GGW7-F1-model_v4.pdb	5.943E-01	5.264E-01	5.074E-01	16.000	286	293	298
query_B	B5L5V0.pdb	7.170E-01	5.286E-01	5.033E-01	16.300	286	238	302
query_B	A0A0C5LDD5.pdb	6.065E-01	5.405E-01	5.335E-01	16.000	286	293	290
query_B	Q6DTI4.pdb	5.974E-01	5.316E-01	5.215E-01	19.000	286	288	292
query_B	AF-Q6D395-F1-model_v4.pdb	5.762E-01	5.300E-01	4.517E-01	15.900	286	301	342
query_B	NWM.pdb	6.097E-01	5.201E-01	4.827E-01	15.800	286	284	310
query_B	AF-A0A1L6K5Z8-F1-model_v4.pdb	5.795E-01	5.284E-01	5.138E-01	16.500	286	302	295
query_B	A0A0C5LDH9.pdb	5.860E-01	5.284E-01	4.487E-01	15.100	286	303	341
query_B	B3SU1.pdb	6.179E-01	5.111E-01	4.845E-01	14.600	286	279	303
query_B	A0A0C5LQ44.pdb	6.015E-01	5.324E-01	5.256E-01	16.700	286	287	290
query_B	B5L5V3.pdb	6.300E-01	5.642E-01	5.332E-01	16.100	286	298	305
query_B	AF-A0A1L6K5Y8-F1-model_v4.pdb	5.881E-01	5.369E-01	4.868E-01	14.000	286	307	318
query_B	AF-K4GMF9-F1-model_v4.pdb	5.920E-01	5.180E-01	4.931E-01	14.900	286	301	302
query_B	AF-Q9AEF9-F1-model_v4.pdb	5.834E-01	5.160E-01	4.718E-01	16.300	286	282	316
query_B	AF-A0A0D0GMS0-F1-model_v4.pdb	5.683E-01	4.902E-01	4.854E-01	16.800	286	297	289
query_B	A0A059Q5E8.pdb	5.719E-01	5.021E-01	4.773E-01	16.800	286	291	302
query_B	GRD33.pdb	5.655E-01	5.138E-01	5.089E-01	15.300	286	299	289
query_B	Q8KKG1.pdb	5.487E-01	5.139E-01	5.095E-01	16.600	286	313	289
query_B	MBL1b.pdb	5.593E-01	5.154E-01	5.104E-01	14.000	286	313	289
query_B	A0A2U8UYM6.pdb	5.314E-01	4.257E-01	3.350E-01	12.300	286	284	386
